School,last_reported_type,inferred_type,Enrollment,Pre-K,Kindergarten,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,elementary_enrollment,elementary_middle_enrollment,middle_enrollment,high_enrollment,elementary_pct,elementary_middle_pct,middle_pct,high_pct,has_grade78,has_lower_elem,has_high_grades,inferred_grade_type,final_type,final_type_note
CONNER STREET ELEMENTARY,Elementary,elementary,362.4375,30.875,55.4375,54.6875,53.9375,54.25,56.3125,56.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362.4375,362.4375,56.9375,0.0,1.0,1.0,0.1570960510432833,0.0,False,True,False,elementary,elementary,last_reported=Elementary
EASTBROOK ELEMENTARY SCHOOL,Elementary,elementary,271.5,28.375,40.3125,39.6875,39.6875,41.3125,40.5625,41.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.5,271.5,41.5625,0.0,1.0,1.0,0.1530847145488029,0.0,False,True,False,elementary,elementary,last_reported=Elementary
GEORGE WASHINGTON ELEMENTARY SCHOOL,Elementary,elementary,237.8125,18.125,34.6875,34.75,36.375,37.9375,37.375,38.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.8125,237.8125,38.5625,0.0,1.0,1.0,0.1621550591327201,0.0,False,True,False,elementary,elementary,last_reported=Elementary
HOMETOWN ELEMENTARY,Elementary,elementary,71.375,9.625,11.625,10.0,9.5625,9.5,10.4375,10.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.375,71.375,10.625,0.0,1.0,1.0,0.148861646234676,0.0,False,True,False,elementary,elementary,last_reported=Elementary
HURRICANE TOWN ELEMENTARY,Elementary,elementary,352.75,37.125,49.25,50.75,52.4375,53.125,54.0625,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.75,352.75,56.0,0.0,1.0,1.0,0.1587526576895818,0.0,False,True,False,elementary,elementary,last_reported=Elementary
LAKESIDE ELEMENTARY,Elementary,elementary,227.3125,19.3125,34.0625,32.8125,34.375,35.375,35.125,36.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.3125,227.3125,36.25,0.0,1.0,1.0,0.1594720923838328,0.0,False,True,False,elementary,elementary,last_reported=Elementary
POCA ELEMENTARY,Elementary,elementary,306.1875,23.0625,45.5625,46.1875,45.75,47.875,48.6875,49.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.1875,306.1875,49.0625,0.0,1.0,1.0,0.1602367830169422,0.0,False,True,False,elementary,elementary,last_reported=Elementary
ROCK BRANCH ELEMENTARY,Elementary,elementary,223.9375,18.0625,35.6875,34.9375,33.5,33.6875,33.5625,34.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.9375,223.9375,34.5,0.0,1.0,1.0,0.1540608428691041,0.0,False,True,False,elementary,elementary,last_reported=Elementary
SCOTT TEAYS ELEMENTARY,Elementary,elementary,457.375,65.375,62.4375,63.375,63.5,66.3125,67.625,68.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457.375,457.375,68.75,0.0,1.0,1.0,0.1503142935228204,0.0,False,True,False,elementary,elementary,last_reported=Elementary
WEST TEAYS ELEMENTARY,Elementary,elementary,532.4375,37.0,77.6875,80.75,81.625,83.1875,85.25,86.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,532.4375,532.4375,86.9375,0.0,1.0,1.0,0.1632820753609578,0.0,False,True,False,elementary,elementary,last_reported=Elementary
WINFIELD ELEMENTARY,Elementary,elementary,528.25,46.5625,78.0625,77.25,78.8125,79.75,82.3125,85.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,528.25,528.25,85.5,0.0,1.0,1.0,0.1618551822053951,0.0,False,True,False,elementary,elementary,last_reported=Elementary
MOUNTAIN VIEW ELEMENTARY SCHOOL,Elementary,elementary,453.5,50.4375,69.9375,68.5,67.5625,65.625,66.125,65.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,453.5,453.5,65.3125,0.0,1.0,1.0,0.144018743109151,0.0,False,True,False,elementary,elementary,last_reported=Elementary
GEORGE WASHINGTON MIDDLE SCHOOL,Middle,middle,295.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.75,99.6875,99.375,0.0,0.0,0.0,0.0,96.75,295.8125,295.8125,0.0,0.3270652862877667,1.0,1.0,0.0,True,False,False,middle,middle,last_reported=Middle
HURRICANE MIDDLE,Middle,middle,900.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.8125,299.3125,301.625,0.0,0.0,0.0,0.0,299.8125,900.75,900.75,0.0,0.3328476269775187,1.0,1.0,0.0,True,False,False,middle,middle,last_reported=Middle
POCA MIDDLE SCHOOL,Middle,middle,314.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.625,105.5625,108.0,0.0,0.0,0.0,0.0,100.625,314.1875,314.1875,0.0,0.3202705390889198,1.0,1.0,0.0,True,False,False,middle,middle,last_reported=Middle
WINFIELD MIDDLE SCHOOL,Middle,middle,608.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.6875,203.5625,204.9375,0.0,0.0,0.0,0.0,199.6875,608.1875,608.1875,0.0,0.3283321344157846,1.0,1.0,0.0,True,False,False,middle,middle,last_reported=Middle
BUFFALO HIGH SCHOOL,Secondary,high,344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.4375,87.6875,82.375,80.5,0.0,0.0,0.0,344.0,0.0,0.0,0.0,1.0,False,False,True,high,high,last_reported=Secondary
HURRICANE HIGH SCHOOL,Secondary,high,1213.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329.3125,303.5,283.9375,296.4375,0.0,0.0,0.0,1213.1875,0.0,0.0,0.0,1.0,False,False,True,high,high,last_reported=Secondary
POCA HIGH SCHOOL,Secondary,high,493.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.5625,127.625,115.5,119.375,0.0,0.0,0.0,493.0625,0.0,0.0,0.0,1.0,False,False,True,high,high,last_reported=Secondary
WINFIELD HIGH SCHOOL,Secondary,high,814.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.625,204.4375,198.625,197.5625,0.0,0.0,0.0,814.25,0.0,0.0,0.0,1.0,False,False,True,high,high,last_reported=Secondary
BRADLEY ELEMENTARY SCHOOL,Elementary,elementary,424.5,69.875,60.0625,60.1875,58.9375,58.0,57.6875,59.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.5,424.5,59.75,0.0,1.0,1.0,0.1407538280329799,0.0,False,True,False,elementary,elementary,last_reported=Elementary
CLEAR FORK DISTRICT ELEMENTARY,Elementary,elementary,133.1875,13.75,18.4375,19.5625,20.1875,20.1875,20.1875,20.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.1875,133.1875,20.875,0.0,1.0,1.0,0.1567339277334584,0.0,False,True,False,elementary,elementary,last_reported=Elementary
COAL CITY ELEMENTARY,Elementary,elementary,324.6875,35.25,46.3125,48.875,47.125,48.25,49.3125,49.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.6875,324.6875,49.5625,0.0,1.0,1.0,0.1526467757459095,0.0,False,True,False,elementary,elementary,last_reported=Elementary
CRAB ORCHARD ELEMENTARY,,elementary,303.125,22.625,45.375,45.875,47.25,48.875,46.875,46.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.125,303.125,46.25,0.0,1.0,1.0,0.1525773195876288,0.0,False,True,False,elementary,elementary,no last_reported_type; inferred_grade_type=elementary (name: elementary)
CRANBERRY-PROSPERITY ELEMENTARY,Elementary,elementary,260.5,35.0,40.0625,38.875,38.1875,36.9375,35.625,35.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.5,260.5,35.8125,0.0,1.0,1.0,0.1374760076775432,0.0,False,True,False,elementary,elementary,last_reported=Elementary
CRESCENT ELEMENTARY,Elementary,elementary,343.3125,38.625,50.8125,50.3125,49.125,50.0625,52.75,51.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.3125,343.3125,51.625,0.0,1.0,1.0,0.1503732022574185,0.0,False,True,False,elementary,elementary,last_reported=Elementary
DANIELS ELEMENTARY,Elementary,elementary,596.25,55.875,85.875,89.3125,89.1875,92.1875,91.4375,92.3125,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,596.25,596.25,92.375,0.0,1.0,1.0,0.1549266247379455,0.0,False,True,False,elementary,elementary,last_reported=Elementary
FAIRDALE ELEMENTARY SCHOOL,Elementary,elementary,450.25,45.0,66.125,67.0,66.5625,67.1875,67.75,70.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.25,450.25,70.625,0.0,1.0,1.0,0.1568573014991671,0.0,False,True,False,elementary,elementary,last_reported=Elementary
GHENT ELEMENTARY,Elementary,elementary,221.5625,26.0,32.0,32.5,33.5625,32.25,32.5625,32.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.5625,221.5625,32.6875,0.0,1.0,1.0,0.1475317348377997,0.0,False,True,False,elementary,elementary,last_reported=Elementary
HOLLYWOOD ELEMENTARY,Elementary,elementary,262.625,28.1875,39.625,39.25,39.125,38.625,38.875,38.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.625,262.625,38.9375,0.0,1.0,1.0,0.1482627320323655,0.0,False,True,False,elementary,elementary,last_reported=Elementary
LESTER ELEMENTARY,,elementary,153.125,26.5,21.625,21.375,20.5,20.875,21.0,21.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.125,153.125,21.25,0.0,1.0,1.0,0.1387755102040816,0.0,False,True,False,elementary,elementary,no last_reported_type; inferred_grade_type=elementary (name: elementary)
MABSCOTT ELEMENTARY,Elementary,elementary,246.0,22.875,40.0625,38.625,36.4375,37.1875,34.4375,36.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.0,246.0,36.375,0.0,1.0,1.0,0.1478658536585365,0.0,False,True,False,elementary,elementary,last_reported=Elementary
MAXWELL HILL ELEMENTARY,Elementary,elementary,247.4375,29.3125,37.5,37.375,37.125,35.875,34.8125,35.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.4375,247.4375,35.4375,0.0,1.0,1.0,0.1432179843394796,0.0,False,True,False,elementary,elementary,last_reported=Elementary
RIDGEVIEW ELEMENTARY,Elementary,elementary,457.375,46.875,69.5,67.25,66.625,68.875,70.5,67.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457.375,457.375,67.75,0.0,1.0,1.0,0.1481279037988521,0.0,False,True,False,elementary,elementary,last_reported=Elementary
STANAFORD ELEMENTARY,Elementary,elementary,274.875,25.1875,39.4375,41.25,42.25,42.5,42.75,41.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.875,274.875,41.5,0.0,1.0,1.0,0.1509777171441564,0.0,False,True,False,elementary,elementary,last_reported=Elementary
SHADY SPRING ELEMENTARY,Elementary,elementary,500.125,48.125,69.4375,71.25,72.75,75.8125,79.75,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.125,500.125,83.0,0.0,1.0,1.0,0.1659585103724069,0.0,False,True,False,elementary,elementary,last_reported=Elementary
SOPHIA-SOAK CREEK ELEMENTARY,,elementary,310.375,44.625,49.375,45.25,44.375,43.125,41.25,42.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.375,310.375,42.375,0.0,1.0,1.0,0.1365283930728957,0.0,False,True,False,elementary,elementary,no last_reported_type; inferred_grade_type=elementary (name: elementary)
MARSH FORK ELEMENTARY,Elementary,elementary,205.5,24.5625,30.8125,30.6875,29.5,29.5,30.375,30.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.5,205.5,30.0625,0.0,1.0,1.0,0.1462895377128953,0.0,False,True,False,elementary,elementary,last_reported=Elementary
STRATTON ELEMENTARY,Elementary,elementary,270.6875,50.3125,37.9375,39.0,36.5,36.375,35.75,34.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.6875,270.6875,34.8125,0.0,1.0,1.0,0.1286077118448395,0.0,False,True,False,elementary,elementary,last_reported=Elementary
BECKLEY ELEMENTARY,Elementary,elementary,363.375,44.875,53.5625,52.375,52.9375,53.4375,53.3125,52.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363.375,363.375,52.875,0.0,1.0,1.0,0.1455108359133126,0.0,False,True,False,elementary,elementary,last_reported=Elementary
TRAP HILL MIDDLE,Middle,middle,401.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.125,134.5625,135.75,0.0,0.0,0.0625,0.0,131.125,401.4375,401.4375,0.0625,0.3265877957658779,0.9998443337484434,0.9998443337484434,0.0001556662515566,True,False,True,other,middle,last_reported=Middle; inferred_grade_type=other (negligible cross-grade enrolment); kept middle
PARK JUNIOR HIGH,Middle,high,408.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0625,137.0,132.0625,0.0,0.0,0.0,0.0,139.0625,408.125,408.125,0.0,0.3407350689127105,1.0,1.0,0.0,True,False,False,middle,middle,last_reported=Middle; inferred_type=high (junior-high naming) overridden — inferred_grade_type=middle confirms no Gr 9-12 grades
SHADY SPRING MIDDLE SCHOOL,Middle,middle,646.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.0,215.9375,215.1875,0.0,0.0,0.0,0.0,215.0,646.125,646.125,0.0,0.3327529502805185,1.0,1.0,0.0,True,False,False,middle,middle,last_reported=Middle
INDEPENDENCE MIDDLE SCHOOL,Middle,middle,465.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.25,156.0625,155.375,0.0,0.0,0.0,0.0,154.25,465.6875,465.6875,0.0,0.3312307072876124,1.0,1.0,0.0,True,False,False,middle,middle,last_reported=Middle
BECKLEY-STRATTON MIDDLE SCHOOL,Middle,middle,660.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0,219.3125,221.875,0.0,0.0,0.0,0.0,219.0,660.1875,660.1875,0.0,0.3317239420619142,1.0,1.0,0.0,True,False,False,middle,middle,last_reported=Middle
INDEPENDENCE HIGH SCHOOL,Secondary,high,612.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.5,154.875,143.1875,138.1875,0.0,0.0,0.0,612.75,0.0,0.0,0.0,1.0,False,False,True,high,high,last_reported=Secondary
LIBERTY HIGH,Secondary,high,523.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.1875,133.5625,124.875,117.8125,0.0,0.0,0.0,523.4375,0.0,0.0,0.0,1.0,False,False,True,high,high,last_reported=Secondary
SHADY SPRING HIGH,Secondary,high,801.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.8125,205.375,191.375,181.125,0.0,0.0,0.0,801.6875,0.0,0.0,0.0,1.0,False,False,True,high,high,last_reported=Secondary
WOODROW WILSON HIGH SCHOOL,Secondary,high,1320.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388.0,338.8125,309.0625,284.8125,0.0,0.0,0.0,1320.6875,0.0,0.0,0.0,1.0,False,False,True,high,high,last_reported=Secondary
COALTON ELEMENTARY SCHOOL,Elementary,elementary,153.875,16.3125,23.3125,22.4375,23.6875,23.0,22.375,22.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.875,153.875,22.75,0.0,1.0,1.0,0.1478472786352559,0.0,False,True,False,elementary,elementary,last_reported=Elementary
HARMAN ELEMENTARY/HIGH SCHOOL,Secondary,high,151.1875,8.0,10.1875,10.9375,10.6875,11.0,11.5625,11.3125,11.4375,11.0,11.1875,11.5,11.125,10.8125,10.4375,85.125,107.3125,44.9375,43.875,0.5630425795783381,0.7097974369574204,0.2972302604381976,0.2902025630425796,True,True,True,other,high,"last_reported=Secondary; inferred_grade_type=other — complex multi-span grade distribution (e.g. elem/high combo or regional school), but official Secondary classification retained"
PICKENS ELEMENTARY/HIGH SCHOOL,Secondary,high,34.6875,0.4375,2.375,2.75,2.5,2.8125,3.0,3.3125,2.6875,2.75,2.625,2.4375,2.5625,2.25,2.1875,19.875,25.25,11.375,9.4375,0.572972972972973,0.7279279279279279,0.3279279279279279,0.272072072072072,True,True,True,other,high,"last_reported=Secondary; inferred_grade_type=other — complex multi-span grade distribution (e.g. elem/high combo or regional school), but official Secondary classification retained"
BEVERLY ELEMENTARY SCHOOL,Elementary,elementary,241.5625,24.375,39.3125,38.25,37.4375,35.6875,33.4375,33.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241.5625,241.5625,33.0625,0.0,1.0,1.0,0.136869340232859,0.0,False,True,False,elementary,elementary,last_reported=Elementary
JENNINGS RANDOLPH ELEMENTARY SCHOOL,Elementary,elementary,261.0,22.125,42.625,40.3125,38.8125,39.625,39.1875,38.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.0,261.0,38.3125,0.0,1.0,1.0,0.1467911877394636,0.0,False,True,False,elementary,elementary,last_reported=Elementary
ELKINS THIRD WARD ELEMENTARY SCHOOL,Elementary,elementary,313.75,31.9375,48.1875,50.125,48.1875,45.375,45.0625,44.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.75,313.75,44.875,0.0,1.0,1.0,0.1430278884462151,0.0,False,True,False,elementary,elementary,last_reported=Elementary
GEORGE WARD ELEMENTARY SCHOOL,Elementary,elementary,310.3125,38.0625,44.625,45.125,45.625,45.5,44.6875,46.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.3125,310.3125,46.6875,0.0,1.0,1.0,0.150453172205438,0.0,False,True,False,elementary,elementary,last_reported=Elementary
HOMESTEAD ELEMENTARY SCHOOL,,elementary,124.25,14.25,17.875,17.625,15.625,18.75,20.625,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.25,124.25,19.5,0.0,1.0,1.0,0.1569416498993963,0.0,False,True,False,elementary,elementary,no last_reported_type; inferred_grade_type=elementary (name: elementary)
MIDLAND ELEMENTARY SCHOOL,Elementary,elementary,245.4375,28.8125,35.9375,34.5,35.75,35.75,37.1875,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.4375,245.4375,37.5,0.0,1.0,1.0,0.1527883880825057,0.0,False,True,False,elementary,elementary,last_reported=Elementary
NORTH ELEMENTARY SCHOOL,Elementary,elementary,241.125,26.6875,34.625,35.3125,35.6875,35.5,35.75,37.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241.125,241.125,37.5625,0.0,1.0,1.0,0.1557801969932607,0.0,False,True,False,elementary,elementary,last_reported=Elementary
VALLEY HEAD ELEMENTARY SCHOOL,,elementary,34.0,0.0,4.714285714285714,6.142857142857143,5.571428571428571,5.428571428571429,5.857142857142857,6.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,34.0,6.285714285714286,0.0,1.0,1.0,0.1848739495798319,0.0,False,True,False,elementary,elementary,no last_reported_type; inferred_grade_type=elementary (name: elementary)
ELKINS MIDDLE SCHOOL,Middle,middle,621.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.125,206.9375,204.5625,0.0,0.0,0.0,0.0,210.125,621.625,621.625,0.0,0.3380253368188216,1.0,1.0,0.0,True,False,False,middle,middle,last_reported=Middle
TYGARTS VALLEY MIDDLE/HIGH SCHOOL,Secondary,high,444.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.625,64.6875,65.5,66.5625,64.125,60.25,60.5625,62.625,192.8125,192.8125,251.5,0.1409480939653959,0.4339569559713039,0.4339569559713039,0.566043044028696,True,False,True,high,high,last_reported=Secondary
ELKINS HIGH SCHOOL,Secondary,high,800.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.9375,205.3125,187.9375,193.75,0.0,0.0,0.0,800.9375,0.0,0.0,0.0,1.0,False,False,True,high,high,last_reported=Secondary
RANDOLPH COUNTY ALTERNATIVE CENTER,Alternative,alternative,10.083333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.4166666666666667,1.8333333333333333,1.75,1.6666666666666667,1.0833333333333333,0.0,2.083333333333333,2.083333333333333,6.333333333333333,0.0,0.2066115702479339,0.2066115702479339,0.6280991735537189,True,False,True,high,alternative,unchanged: last_reported_type or name-inferred type is Alternative
RANDOLPH TECHNICAL CENTER,,,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,1.0,False,False,True,high,high,no last_reported_type; inferred_grade_type=high (name: nan)
ELLENBORO ELEMENTARY,,elementary,122.875,13.25,17.125,17.625,17.875,18.375,18.875,19.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.875,122.875,19.75,0.0,1.0,1.0,0.1607324516785351,0.0,False,True,False,elementary,elementary,no last_reported_type; inferred_grade_type=elementary (name: elementary)
HARRISVILLE ELEMENTARY,Elementary,elementary,241.375,37.4375,37.6875,37.6875,35.1875,36.1875,37.625,19.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241.375,241.375,19.5625,0.0,1.0,1.0,0.0810460901087519,0.0,False,True,False,elementary,elementary,last_reported=Elementary
CREED COLLINS ELEMENTARY,Elementary,elementary,223.5,32.5625,34.5,33.1875,35.1875,35.25,34.6875,18.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.5,223.5,18.125,0.0,1.0,1.0,0.0810961968680089,0.0,False,True,False,elementary,elementary,last_reported=Elementary
SMITHVILLE ELEMENTARY,Elementary,elementary,100.125,17.1875,16.375,15.0,14.4375,15.1875,14.375,7.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.125,100.125,7.5625,0.0,1.0,1.0,0.0755305867665418,0.0,False,True,False,elementary,elementary,last_reported=Elementary
RITCHIE COUNTY MIDDLE,Middle,middle,337.25,0.0,0.0,0.0,0.0,0.0,0.0,42.4375,95.9375,99.1875,99.6875,0.0,0.0,0.0,0.0,138.375,337.25,337.25,0.0,0.4103039288361749,1.0,1.0,0.0,True,False,False,middle,middle,last_reported=Middle
RITCHIE COUNTY HIGH SCHOOL,Secondary,high,408.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,101.8125,97.5,96.0625,0.0,0.0,0.0,408.375,0.0,0.0,0.0,1.0,False,False,True,high,high,last_reported=Secondary
GEARY ELEMENTARY/MIDDLE SCHOOL,Middle,elementary + middle,270.5,15.75,28.0625,27.8125,27.9375,27.875,27.4375,28.75,28.6875,29.3125,28.875,0.0,0.0,0.0,0.0,212.3125,270.5,115.625,0.0,0.7848890942698706,1.0,0.427449168207024,0.0,True,True,False,elementary_middle,elementary_middle,last_reported=Middle but inferred_grade_type=elementary_middle; corrected to elementary_middle
REEDY ELEMENTARY SCHOOL,,elementary,108.66666666666669,11.0,14.0,14.0,12.833333333333334,14.166666666666666,14.0,14.833333333333334,13.833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,108.66666666666669,108.66666666666669,28.666666666666668,0.0,1.0,1.0,0.263803680981595,0.0,False,True,False,elementary,elementary,no last_reported_type; inferred_grade_type=elementary (name: elementary)
SPENCER ELEMENTARY SCHOOL,Elementary,elementary,490.4375,59.0,88.9375,84.75,83.9375,84.3125,85.875,3.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.4375,490.4375,3.625,0.0,1.0,1.0,0.0073913597553205,0.0,False,True,False,elementary,elementary,last_reported=Elementary
WALTON ELEMENTARY/MIDDLE SCHOOL,Middle,elementary + middle,306.0625,23.1875,30.9375,29.75,30.8125,31.0625,30.9375,32.3125,32.9375,32.9375,31.1875,0.0,0.0,0.0,0.0,241.9375,306.0625,129.375,0.0,0.7904839697774148,1.0,0.4227077802736369,0.0,True,True,False,elementary_middle,elementary_middle,last_reported=Middle but inferred_grade_type=elementary_middle; corrected to elementary_middle
SPENCER MIDDLE SCHOOL,Middle,middle,370.3125,0.0,0.0,0.0,0.0,0.0,0.0,81.9375,91.125,97.5,99.75,0.0,0.0,0.0,0.0,173.0625,370.3125,370.3125,0.0,0.4673417721518987,1.0,1.0,0.0,True,False,False,middle,middle,last_reported=Middle
ROANE COUNTY HIGH,Secondary,high,621.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.1875,163.3125,139.125,135.6875,0.0,0.0,0.0,621.3125,0.0,0.0,0.0,1.0,False,False,True,high,high,last_reported=Secondary
TALCOTT ELEMENTARY SCHOOL,Elementary,elementary,175.6875,19.9375,26.25,27.125,26.5,26.4375,25.125,24.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.6875,175.6875,24.3125,0.0,1.0,1.0,0.1383849163998577,0.0,False,True,False,elementary,elementary,last_reported=Elementary
HINTON AREA ELEMENTARY,Elementary,elementary,386.8125,48.625,58.875,59.875,60.125,61.5,62.4375,35.3125,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,386.8125,386.8125,35.375,0.0,1.0,1.0,0.0914525771530134,0.0,False,True,False,elementary,elementary,last_reported=Elementary
JUMPING BRANCH ELEMENTARY SCHOOL,Elementary,elementary,110.1875,13.3125,15.75,16.5,16.375,16.125,16.5625,14.9375,0.625,0.0,0.0,0.0,0.0,0.0,0.0,110.1875,110.1875,15.5625,0.0,1.0,1.0,0.1412365286443562,0.0,False,True,False,elementary,elementary,last_reported=Elementary
SUMMERS MIDDLE SCHOOL,Middle,middle,378.27272727272725,0.0,0.0,0.0,0.0,0.0,0.0,43.54545454545455,112.0,114.27272727272728,108.45454545454544,0.0,0.0,0.0,0.0,155.54545454545456,378.27272727272725,378.27272727272725,0.0,0.4111992309540976,1.0,1.0,0.0,True,False,False,middle,middle,last_reported=Middle
SUMMERS COUNTY HIGH SCHOOL,Secondary,high,423.54545454545456,3.909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.8181818181818,108.45454545454544,96.36363636363636,95.0,3.909090909090909,3.909090909090909,0.0,419.6363636363636,0.0092294483794805,0.0092294483794805,0.0,0.9907705516205194,False,True,True,high,high,last_reported=Secondary
6-12 SUMMERS COUNTY COMPREHENSIVE HS,Secondary,high,669.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.4,94.6,100.8,121.2,94.0,88.0,82.2,88.4,283.8,283.8,385.4,0.132098027495517,0.4240884638374178,0.4240884638374178,0.5759115361625821,True,False,True,high,high,last_reported=Secondary
ANNA JARVIS ELEMENTARY SCHOOL,Elementary,elementary,561.5,78.25,96.125,97.0,95.6875,96.4375,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,561.5,561.5,0.0,0.0,1.0,1.0,0.0,0.0,False,True,False,elementary,elementary,last_reported=Elementary
FLEMINGTON ELEMENTARY SCHOOL,Elementary,elementary,134.875,25.4375,21.8125,21.8125,21.9375,21.875,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.875,134.875,0.0,0.0,1.0,1.0,0.0,0.0,False,True,False,elementary,elementary,last_reported=Elementary
WEST TAYLOR ELEMENTARY SCHOOL,Elementary,elementary,285.1875,26.125,53.0625,52.4375,51.125,51.25,51.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.1875,285.1875,0.0,0.0,1.0,1.0,0.0,0.0,False,True,False,elementary,elementary,last_reported=Elementary
TAYLOR COUNTY MIDDLE SCHOOL,Middle,middle,691.9375,0.0,0.0,0.0,0.0,0.0,0.0,172.125,173.6875,174.0625,172.0625,0.0,0.0,0.0,0.0,345.8125,691.9375,691.9375,0.0,0.4997741848071538,1.0,1.0,0.0,True,False,False,middle,middle,last_reported=Middle
